time,Open,High,Low,Close,Volume
2026-07-23 10:36:00+00:00,7520.0,7522.5,7519.75,7521.0,395
2026-07-23 10:37:00+00:00,7521.0,7521.75,7520.25,7521.25,121
2026-07-23 10:38:00+00:00,7521.0,7522.25,7521.0,7521.5,159
2026-07-23 10:39:00+00:00,7521.5,7521.75,7520.5,7521.25,200
2026-07-23 10:40:00+00:00,7521.25,7522.0,7520.75,7522.0,110
2026-07-23 10:41:00+00:00,7522.0,7524.25,7522.0,7522.75,542
2026-07-23 10:42:00+00:00,7523.0,7524.0,7522.5,7522.5,199
2026-07-23 10:43:00+00:00,7522.0,7522.75,7520.5,7520.5,122
2026-07-23 10:44:00+00:00,7520.25,7520.5,7519.75,7520.5,104
2026-07-23 10:45:00+00:00,7520.5,7521.5,7520.25,7520.5,84
2026-07-23 10:46:00+00:00,7520.5,7521.25,7520.25,7520.75,150
2026-07-23 10:47:00+00:00,7520.5,7521.25,7520.5,7521.0,79
2026-07-23 10:48:00+00:00,7521.0,7522.5,7521.0,7521.25,174
2026-07-23 10:49:00+00:00,7521.25,7522.0,7521.0,7521.75,136
2026-07-23 10:50:00+00:00,7521.75,7522.0,7520.25,7520.25,186
2026-07-23 10:51:00+00:00,7520.0,7520.25,7519.5,7520.25,117
2026-07-23 10:52:00+00:00,7520.75,7521.25,7520.25,7521.25,139
2026-07-23 10:53:00+00:00,7521.25,7521.25,7520.5,7520.75,87
2026-07-23 10:54:00+00:00,7520.75,7521.0,7520.25,7520.5,145
2026-07-23 10:55:00+00:00,7520.25,7521.75,7520.25,7520.75,176
2026-07-23 10:56:00+00:00,7520.5,7521.25,7520.0,7520.25,237
2026-07-23 10:57:00+00:00,7520.25,7521.5,7520.25,7520.5,88
2026-07-23 10:58:00+00:00,7520.0,7520.75,7519.75,7520.25,150
2026-07-23 10:59:00+00:00,7520.0,7520.5,7519.5,7520.5,395
2026-07-23 11:00:00+00:00,7520.25,7521.75,7518.25,7518.75,567
2026-07-23 11:01:00+00:00,7518.75,7519.0,7516.75,7516.75,279
2026-07-23 11:02:00+00:00,7516.75,7516.75,7513.75,7515.25,323
2026-07-23 11:03:00+00:00,7515.0,7516.0,7514.5,7515.75,146
2026-07-23 11:04:00+00:00,7515.5,7516.0,7514.25,7514.5,183
2026-07-23 11:05:00+00:00,7514.5,7514.75,7512.25,7512.5,191
2026-07-23 11:06:00+00:00,7512.25,7513.0,7512.0,7513.0,205
2026-07-23 11:07:00+00:00,7513.25,7513.25,7512.25,7512.25,93
2026-07-23 11:08:00+00:00,7512.0,7513.0,7511.25,7513.0,228
2026-07-23 11:09:00+00:00,7512.75,7512.75,7511.0,7511.25,293
2026-07-23 11:10:00+00:00,7511.25,7511.75,7511.0,7511.25,109
2026-07-23 11:11:00+00:00,7511.25,7512.75,7510.5,7512.25,160
2026-07-23 11:12:00+00:00,7512.5,7513.5,7512.5,7513.0,122
2026-07-23 11:13:00+00:00,7512.75,7513.75,7512.25,7513.0,173
2026-07-23 11:14:00+00:00,7513.0,7514.25,7512.5,7514.0,77
2026-07-23 11:15:00+00:00,7513.75,7515.75,7513.75,7514.25,197
2026-07-23 11:16:00+00:00,7514.25,7514.75,7513.75,7514.25,182
2026-07-23 11:17:00+00:00,7514.25,7514.25,7512.5,7512.5,141
2026-07-23 11:18:00+00:00,7512.75,7513.25,7512.0,7512.75,220
2026-07-23 11:19:00+00:00,7512.75,7513.25,7512.0,7512.25,156
